1,薄紅色ロング,ヘアスタイル,2,,S,,A,,A,,A,A,,
4,スポーツ少年,ヘアスタイル,3,,S,,A,,A,,S,,A,中性風
5,自由人,ヘアスタイル,3,,S,,A,,A,,A,,S,中性風
6,国民的アイドル,ヘアスタイル,3,,A,,S,,S,,B,,S,中性風
7,貴公子(ヘアスタイル),ヘアスタイル,2,,B,,A,,S,,B,,S,中性風
8,近所のお兄ちゃん,ヘアスタイル,2,,S,,S,A,,,C,,A,中性風
9,孤独な狼,ヘアスタイル,2,A,,A,,C,,S,,,A,中性風
10,憧れの先輩,ヘアスタイル,2,,S,,B,,A,,A,,A,中性風
11,謎の訪問者,ヘアスタイル,2,,S,A,,A,,,A,,A,中性風
12,不思議な使者,ヘアスタイル,2,,S,,S,,A,,C,,S,中性風
13,科学者,ヘアスタイル,2,,S,B,,,A,,C,,S,中性風
14,カフェ店主,ヘアスタイル,2,,S,S,,,A,,C,,A,中性風
16,銀翼の剣士,ヘアスタイル,3,A,,,S,S,,A,,,S,中性風
17,うっかりさん,ヘアスタイル,3,,A,B,,,S,,S,,A,
18,ゴールドキャット,ヘアスタイル,3,A,,,A,,S,A,,,A,
19,ワインレッド,ヘアスタイル,3,S,,C,,,S,A,,,S,
20,桃白カール,ヘアスタイル,5,SS,,,S,,A,B,,SS,,
21,金銀カール,ヘアスタイル,5,S,,S,,,A,,A,S,,
22,青黒カール,ヘアスタイル,5,S,,S,,S,,S,,S,,
23,テディ(ショコラ),ヘアスタイル,3,,A,,S,,A,,S,,A,
24,テディ(ピンク),ヘアスタイル,3,,A,,S,,A,,S,A,,
25,テディ(黒),ヘアスタイル,3,,A,A,,A,,,S,A,,
26,カイト(藍),ヘアスタイル,5,A,,SS,,SS,,S,,,S,
27,カイト(灰),ヘアスタイル,5,S,,SS,,A,,,B,,S,
28,カイト(白),ヘアスタイル,5,SS,,S,,S,,A,,,S,
29,カイト(金),ヘアスタイル,5,S,,A,,,A,,S,,S,
30,ビサンティウムの歌(赤),ヘアスタイル,4,S,,A,,A,,A,,A,,
31,ビサンティウムの歌(黄),ヘアスタイル,4,S,,S,,S,,,S,A,,
32,雪の戦士,ヘアスタイル,2,,S,B,,,B,A,,,A,中性風
33,萌え系ショタ,ヘアスタイル,2,,S,,A,,A,,A,,A,中性風
34,もみじ,ヘアスタイル,2,,S,C,,,A,,A,,A,中性風
35,薔薇乙女(金),ヘアスタイル,4,B,,B,,,S,,SS,S,,
36,薔薇乙女(桃),ヘアスタイル,4,B,,A,,,SS,S,,S,,
37,薔薇乙女(銀),ヘアスタイル,4,,A,S,,A,,,S,A,,
38,薔薇乙女(黒),ヘアスタイル,4,,A,S,,,S,,S,A,,
39,ビクトリア,ヘアスタイル,5,S,,S,,,S,S,,,S,お嬢様
40,歌姫(緑),ヘアスタイル,5,A,,SS,,,B,,SS,S,,
41,歌姫(赤),ヘアスタイル,5,A,,SS,,,B,S,,S,,
42,貴婦人,ヘアスタイル,4,,A,S,,S,,S,,,S,中世ヨーロッパ風
43,妖精(金),ヘアスタイル,5,SS,,SS,,,B,,A,B,,
44,妖精(白),ヘアスタイル,5,S,,SS,,S,,S,,B,,
46,プリティテール,ヘアスタイル,3,,S,A,,,A,,B,,S,
48,牡丹(紫),ヘアスタイル,3,,A,,S,S,,A,,,C,
49,牡丹(ピンク),ヘアスタイル,3,,A,,A,,S,A,,A,,
50,メルヘン(ヘアスタイル),ヘアスタイル,3,,S,A,,,B,,A,,A,
51,メルヘン(キャラメル),ヘアスタイル,3,,A,S,,,A,,S,A,,
52,メルヘン(黒),ヘアスタイル,3,,S,B,,,B,,S,S,,
53,ひまわり,ヘアスタイル,4,C,,,SS,,SS,,S,,B,
54,蝶々,ヘアスタイル,4,B,,,S,,A,,SS,,B,
55,童心,ヘアスタイル,4,,S,A,,,B,,S,,S,
56,青き日々,ヘアスタイル,4,,S,S,,,B,,A,S,,
57,雲上の舞姫,ヘアスタイル,5,SS,,A,,SS,,,A,B,,クラシックチャイナ ダンサー
58,チャムティ,ヘアスタイル,5,S,,,S,,S,,S,B,,
59,ガラスの調べ,ヘアスタイル,5,S,,,A,,SS,,S,S,,
60,フェアレディ(黒),ヘアスタイル,4,,S,SS,,,C,,S,A,,
61,氷の囁き,ヘアスタイル,4,B,,B,,,SS,,S,,SS,
63,エンジェルツイン,ヘアスタイル,5,,B,,S,,S,,A,,A,
64,キャンディ(ヘアスタイル),ヘアスタイル,1,,B,,A,,A,,B,,A,クラシックチャイナ
65,キャンディベル,ヘアスタイル,2,,A,,A,,A,,A,,A,クラシックチャイナ
66,キャンディベルロング,ヘアスタイル,3,A,,,S,,A,,S,,A,クラシックチャイナ
67,メロディプリンセス,ヘアスタイル,3,S,,,S,,S,,A,,B,
68,荒原の真珠,ヘアスタイル,3,S,,S,,,S,A,,,S,ボヘミアン
69,R-荒原の真珠,ヘアスタイル,4,S,,SS,,,B,S,,B,,ボヘミアン
70,SR-荒原の真珠,ヘアスタイル,5,SS,,SS,,,B,S,,B,,ボヘミアン
71,女子中学生,ヘアスタイル,2,,A,,B,,C,,A,,A,
72,R-女子中学生,ヘアスタイル,3,,S,A,,A,,,S,,C,
74,ドール(金),ヘアスタイル,4,S,,,SS,,SS,,B,A,,
76,スイーティ(ヘアスタイル),ヘアスタイル,3,A,,S,,,C,,S,A,,
77,R-スイーティ(ヘアスタイル),ヘアスタイル,4,S,,S,,A,,S,,S,,
78,ワイルド(ヘアスタイル),ヘアスタイル,2,A,,,A,,A,A,,,S,ロック
79,R-ワイルド,ヘアスタイル,3,A,,,S,A,,S,,,A,ロック
80,静かなひととき,ヘアスタイル,2,,A,S,,,A,,A,,C,和風
81,R-静かなひととき,ヘアスタイル,3,,A,S,,,B,,S,S,,和風
82,SR-静かなひととき,ヘアスタイル,4,,B,S,,,B,,S,S,,和風
83,カルファの鳩(茶),ヘアスタイル,5,S,,SS,,B,,,S,,S,お嬢様
84,カルファの鳩(青),ヘアスタイル,5,S,,A,,,S,,S,,S,お嬢様
91,花つぼみ,ヘアスタイル,3,,S,,S,,S,,S,,C,
92,R-花つぼみ,ヘアスタイル,4,,S,,B,,SS,,S,,B,
93,獅子の子,ヘアスタイル,3,B,,,S,,S,,S,,B,
94,麦の穂,ヘアスタイル,3,,B,,B,,SS,,S,,B,
95,R-麦の穂,ヘアスタイル,4,,A,,B,,A,,SS,S,,
97,ほっこりあずき,ヘアスタイル,2,,A,,A,,A,,A,,A,
98,コトコトあずき,ヘアスタイル,3,,S,,B,,A,,S,S,,
99,チャム,ヘアスタイル,3,,S,,C,,S,,S,S,,
100,ルーチン,ヘアスタイル,3,,S,,B,,B,,B,S,,
102,オシャレな女の子,ヘアスタイル,1,,A,,A,,A,,A,,C,
103,ベビーフェイス,ヘアスタイル,1,,A,,C,,S,,S,,C,
